matrix,Nrows,Ncols,Nnnz,AvgNnnz,Density,MaxRowNnnz,MinRowNnnz,StdRowNnnz,NDiags,NTrueDiags
enron,69244,69244,276143,3.98797,5.7593e-05,1392,0,28.3188,48743,0
epb0,1794,1794,7764,4.32776,0.00241235,11,2,2.97811,2100,2
epb1,14734,14734,95053,6.45127,0.000437849,7,3,0.577655,11,11
epb2,25228,25228,175027,6.93781,0.000275004,87,3,6.38423,802,9
epb3,84617,84617,463625,5.4791,6.47518e-05,6,3,0.549513,11,11
Erdos02,6927,6927,16944,2.44608,0.000353123,507,0,8.42203,9668,0
Erdos971,472,472,2628,5.5678,0.0117962,41,0,6.68603,784,0
Erdos972,5488,5488,14170,2.582,0.000470481,61,0,5.94869,7668,0
Erdos981,485,485,2762,5.69485,0.0117419,42,0,6.82096,790,0
Erdos982,5822,5822,14750,2.53349,0.000435159,61,0,5.94783,7924,0
Erdos991,492,492,2834,5.76016,0.0117076,42,0,6.86805,824,0
Erdos992,6100,6100,15030,2.46393,0.000403924,61,0,5.84394,8382,0
eris1176,1176,1176,18552,15.7755,0.0134145,99,2,23.6702,957,13
eu-2005,862664,862664,1.92351e+07,22.2974,2.58471e-05,6985,0,29.3334,974263,9
europe_osm,5.0912e+07,5.0912e+07,1.08109e+08,2.12345,4.17083e-08,13,1,0.479637,1.00924e+07,2
EVA,8497,8497,6726,0.791573,9.31592e-05,552,0,8.93652,4063,0
ex1,216,216,4352,20.1481,0.0932785,49,8,8.92595,127,31
EX1,560,560,8736,15.6,0.0278571,18,12,1.57117,582,12
ex10,2410,2410,54840,22.7552,0.00944199,50,6,11.4836,185,39
ex10hs,2548,2548,57308,22.4914,0.00882707,50,4,11.3005,209,31
ex11,16614,16614,1.09695e+06,66.0255,0.00397409,90,14,16.2319,5529,115
ex12,3973,3973,80211,20.189,0.00508156,37,7,7.83303,209,35
ex13,2568,2568,75628,29.4502,0.0114681,50,10,11.3707,331,39
ex14,3251,3251,66775,20.5398,0.006318,37,7,7.79003,601,19
ex15,6867,6867,98671,14.3689,0.00209245,18,4,4.37327,27,27
ex18,5773,5773,71805,12.4381,0.00215453,18,1,4.81048,281,19
ex19,12005,12005,259879,21.6476,0.00180321,50,1,12.2864,185,43
ex2,441,441,26839,60.8594,0.138003,125,28,25.5917,259,111
EX2,560,560,8736,15.6,0.0278571,18,12,1.57117,582,10
ex20,2203,2203,69981,31.7662,0.0144195,67,8,15.4095,223,77
ex21,656,656,19144,29.1829,0.0444862,62,6,14.4025,307,63
ex22,839,839,22715,27.0739,0.0322692,62,8,13.5639,169,55
ex23,1409,1409,43703,31.017,0.0220135,67,8,14.7838,327,65
ex24,2283,2283,48737,21.3478,0.00935076,46,9,8.42399,231,17
ex25,848,848,24612,29.0236,0.0342259,62,6,14.5246,171,61
ex26,2163,2163,94033,43.4734,0.0200987,136,7,22.5764,1807,99
ex27,974,974,40782,41.8706,0.0429883,206,9,27.4513,273,75
ex28,2603,2603,77781,29.8813,0.0114796,62,9,14.8098,177,75
ex29,2870,2870,23754,8.27666,0.00288385,9,1,2.03851,9,9
ex3,1821,1821,52685,28.9319,0.0158879,62,8,11.4591,263,21
EX3,2600,2600,71760,27.6,0.0106154,30,24,1.62481,3350,14
ex31,3909,3909,115357,29.5106,0.0075494,75,9,16.5975,245,71
ex32,1159,1159,11343,9.78689,0.00844425,13,3,2.48696,113,15
ex33,1733,1733,22189,12.8038,0.00738823,18,4,4.2261,307,9
ex35,19716,19716,228208,11.5748,0.000587075,18,1,4.47916,173,15
ex36,3079,3079,53843,17.4872,0.0056795,37,6,7.34248,303,19
ex37,3565,3565,67591,18.9596,0.00531826,85,1,20.3234,999,11
ex3sta1,16782,16782,678998,40.4599,0.00241091,339,9,24.1991,23121,47
ex4,1601,1601,32299,20.1743,0.012601,37,7,7.76764,185,37
EX4,2600,2600,71760,27.6,0.0106154,30,24,1.62481,3348,10
ex40,7740,7740,458012,59.1747,0.00764531,89,6,25.8223,521,111
ex5,27,27,279,10.3333,0.382716,15,6,3.19722,25,21
EX5,6545,6545,295680,45.1765,0.00690244,48,42,1.67584,9758,18
ex6,1651,1651,49533,30.0018,0.0181719,62,3,14.7584,147,69
EX6,6545,6545,295680,45.1765,0.00690244,48,42,1.67584,9678,16
ex7,1633,1633,54543,33.4005,0.0204535,75,8,15.3248,553,29
ex8,3096,3096,106344,34.3488,0.0110946,75,12,15.2215,213,65
ex9,3363,3363,99471,29.5781,0.00879514,50,10,11.5145,133,45
exdata_1,6001,6001,2.2695e+06,378.187,0.0630207,1503,3,649.627,3007,607
extr1,2837,2837,11407,4.0208,0.00141727,10,1,2.24886,4487,0
extr1b,2836,2836,11404,4.02116,0.0014179,10,1,2.24918,4491,0
F1,343791,343791,2.68371e+07,78.0623,0.000227063,435,24,40.8091,649759,21
FA,10617,10617,72176,6.79815,0.000640308,34,0,8.00489,17872,0
Fashion_MNIST_norm_10NN,10000,10000,158304,15.8304,0.00158304,123,10,7.94398,18730,0
Fault_639,638802,638802,2.86146e+07,44.7941,7.0122e-05,318,15,5.16122,39977,13
fcondp2,201822,201822,1.12943e+07,55.9618,0.000277283,96,27,9.51739,94053,71
fd12,7500,7500,28462,3.79493,0.000505991,6,1,1.42691,1184,0
fd15,11532,11532,44206,3.83333,0.000332408,6,1,1.42672,1460,0
fd18,16428,16428,63406,3.85963,0.000234942,6,1,1.42601,1736,0
fe_4elt2,11143,11143,65636,5.89033,0.000528613,12,3,0.890283,8086,6
fe_body,45087,45087,327468,7.26302,0.000161089,28,0,2.38583,14542,6
FEM_3D_thermal1,17880,17880,430740,24.0906,0.00134735,27,12,4.30878,1143,51
FEM_3D_thermal2,147900,147900,3.4893e+06,23.5923,0.000159515,27,12,4.48098,9081,51
fe_ocean,143437,143437,819186,5.71112,3.98162e-05,6,1,0.668328,5178,2
fe_rotor,99617,99617,1.32486e+06,13.2996,0.000133507,125,5,3.92017,127738,10
fe_sphere,16386,16386,98304,5.99927,0.000366122,6,4,0.0382639,616,2
fe_tooth,78136,78136,905182,11.5847,0.000148263,39,3,4.98665,112682,6
filter2D,1668,1668,10750,6.44484,0.00386382,9,3,1.22031,159,1
filter3D,106437,106437,2.70718e+06,25.4346,0.000238964,112,8,12.6756,13405,5
finan512,74752,74752,596992,7.9863,0.000106837,55,3,6.2778,47451,5
finance256,37376,37376,298496,7.9863,0.000213675,55,3,6.2778,23995,5
fl2010,484481,484481,2.34629e+06,4.8429,9.99606e-06,177,1,3.48066,73850,0
Flan_1565,1.56479e+06,1.56479e+06,1.17406e+08,75.0297,4.79486e-05,81,24,11.4317,41405,29
flickr,820878,820878,9.83721e+06,11.9838,1.45987e-05,10272,0,87.7274,911647,0
flowmeter0,9669,9669,67391,6.9698,0.00072084,11,4,0.392185,801,7
flowmeter5,9669,9669,67391,6.9698,0.00072084,11,4,0.392185,801,7
foldoc,13356,13356,120238,9.00255,0.000674045,102,3,3.77526,19411,6
football,35,35,118,3.37143,0.0963265,10,0,2.88925,52,0
ford1,18728,18728,101576,5.42375,0.000289607,20,3,1.64919,11555,3
ford2,100196,100196,544688,5.43622,5.42559e-05,30,2,1.55823,58039,3
fp,7548,7548,848553,112.421,0.0148941,957,18,207.825,15034,3
fpga_dcop_01,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_02,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_03,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_04,1220,1220,5884,4.82295,0.00395324,36,1,4.01409,1600,3
fpga_dcop_05,1220,1220,5852,4.79672,0.00393174,36,1,4.02142,1600,3
fpga_dcop_06,1220,1220,5860,4.80328,0.00393711,36,1,4.01889,1597,3
fpga_dcop_07,1220,1220,5855,4.79918,0.00393375,36,1,4.02062,1599,3
fpga_dcop_08,1220,1220,5888,4.82623,0.00395593,36,1,4.01342,1601,3
fpga_dcop_09,1220,1220,5888,4.82623,0.00395593,36,1,4.01342,1601,3
fpga_dcop_10,1220,1220,5884,4.82295,0.00395324,36,1,4.0145,1600,3
fpga_dcop_11,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_12,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_13,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_14,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_15,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_16,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_17,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_18,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_19,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_20,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_21,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_22,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_23,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_24,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_25,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_26,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_27,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_28,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_29,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_30,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_31,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_32,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_33,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_34,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_35,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_36,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_37,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_38,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_39,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_40,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_41,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_42,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_43,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_44,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_45,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_46,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_47,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_48,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_49,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_50,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_dcop_51,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3
fpga_trans_01,1220,1220,7382,6.05082,0.00495969,50,1,5.91184,1989,3
fpga_trans_02,1220,1220,7382,6.05082,0.00495969,50,1,5.91184,1989,3
freeFlyingRobot_1,798,798,5246,6.57393,0.00823801,161,1,6.09235,345,11
freeFlyingRobot_10,5218,5218,40080,7.6811,0.00147204,1045,1,14.8179,2125,11
freeFlyingRobot_11,5438,5438,40054,7.36558,0.00135446,1089,1,15.0462,2209,11
freeFlyingRobot_12,5578,5578,41940,7.51882,0.00134794,1117,1,15.2694,2267,11
freeFlyingRobot_13,5718,5718,43994,7.69395,0.00134557,1145,1,15.5017,2325,11
freeFlyingRobot_14,5958,5958,43298,7.2672,0.00121974,1193,1,15.7207,2421,11
freeFlyingRobot_15,6038,6038,43378,7.18417,0.00118983,1209,1,15.8053,2451,11
freeFlyingRobot_16,6078,6078,44006,7.24021,0.00119122,1217,1,15.8736,2469,11
freeFlyingRobot_2,1338,1338,11600,8.66966,0.00647956,269,1,8.25482,573,15
freeFlyingRobot_3,1718,1718,12922,7.52154,0.00437808,345,1,8.92031,725,11
freeFlyingRobot_4,2358,2358,18218,7.72604,0.00327652,473,1,10.213,977,15
freeFlyingRobot_5,2878,2878,24582,8.54135,0.00296781,577,1,11.372,1189,15
freeFlyingRobot_6,3358,3358,27030,8.04943,0.00239709,673,1,12.1105,1381,15
freeFlyingRobot_7,3918,3918,31046,7.92394,0.00202245,785,1,12.9694,1605,15
freeFlyingRobot_8,4398,4398,34958,7.94861,0.00180732,881,1,13.6883,1795,15
freeFlyingRobot_9,4778,4778,39964,8.36417,0.00175056,957,1,14.3241,1949,15
Freescale1,3.42876e+06,3.42876e+06,1.89203e+07,5.51814,1.60937e-06,27,1,2.07496,4.07112e+06,3
Freescale2,2.99935e+06,2.99935e+06,2.30427e+07,7.68256,2.56141e-06,30167,1,37.494,1.54528e+06,3
fs_183_1,183,183,1069,5.84153,0.0319209,72,2,9.11505,304,1
fs_183_3,183,183,1069,5.84153,0.0319209,72,2,9.11505,304,1
fs_183_4,183,183,1069,5.84153,0.0319209,72,2,9.11505,304,1
fs_183_6,183,183,1069,5.84153,0.0319209,72,2,9.11505,304,1
fs_541_1,541,541,4285,7.92052,0.0146405,11,1,1.85898,550,13
fs_541_2,541,541,4285,7.92052,0.0146405,11,1,1.85898,550,13
fs_541_3,541,541,4285,7.92052,0.0146405,11,1,1.85898,550,13
fs_541_4,541,541,4285,7.92052,0.0146405,11,1,1.85898,550,13
fs_680_1,680,680,2646,3.89118,0.00572232,8,1,1.88724,22,5
fs_680_2,680,680,2646,3.89118,0.00572232,8,1,1.88724,22,5
fs_680_3,680,680,2646,3.89118,0.00572232,8,1,1.88724,22,5
fs_760_1,760,760,5976,7.86316,0.0103463,21,3,4.44169,72,6
fs_760_2,760,760,5976,7.86316,0.0103463,21,3,4.44169,72,6
fs_760_3,760,760,5976,7.86316,0.0103463,21,3,4.44169,72,6
fullb,199187,199187,1.17081e+07,58.7793,0.000295096,144,18,12.6633,257749,65
FullChip,2.98701e+06,2.98701e+06,2.6622e+07,8.91258,2.98378e-06,2.31248e+06,1,1806.8,5.77495e+06,3
fv1,9604,9604,85264,8.87797,0.000924403,9,4,0.59613,9,9
fv2,9801,9801,87025,8.8792,0.000905948,9,4,0.593211,9,9
fv3,9801,9801,87025,8.8792,0.000905948,9,4,0.593211,9,9
fxm3_6,5026,5026,94026,18.7079,0.00372223,129,4,14.3157,3381,21
fxm4_6,18892,18892,497844,26.3521,0.00139488,309,4,26.0966,13131,27
G1,800,800,38352,47.94,0.059925,67,27,6.31656,1566,0
G10,800,800,38352,47.94,0.059925,70,30,6.64785,1560,0
G11,800,800,3200,4,0.005,4,4,0,8,4
G12,800,800,3200,4,0.005,4,4,0,8,4
G13,800,800,3200,4,0.005,4,4,0,8,4
G14,800,800,9388,11.735,0.0146687,132,5,11.5354,1528,0
G15,800,800,9322,11.6525,0.0145656,153,4,12.114,1516,0
G16,800,800,9344,11.68,0.0146,123,5,11.572,1506,0
G17,800,800,9334,11.6675,0.0145844,143,5,11.7828,1518,0
G18,800,800,9388,11.735,0.0146687,132,5,11.5354,1528,0
G19,800,800,9322,11.6525,0.0145656,153,4,12.114,1516,0
G2,800,800,38352,47.94,0.059925,66,28,6.51701,1572,0
G20,800,800,9344,11.68,0.0146,123,5,11.572,1506,0
G21,800,800,9334,11.6675,0.0145844,143,5,11.7828,1518,0
G22,2000,2000,39980,19.99,0.009995,37,7,4.54378,3782,0
G23,2000,2000,39980,19.99,0.009995,36,4,4.35889,3798,0
G24,2000,2000,39980,19.99,0.009995,38,6,4.53882,3810,0
G25,2000,2000,39980,19.99,0.009995,39,8,4.50476,3776,0
G26,2000,2000,39980,19.99,0.009995,40,7,4.5619,3804,0
G27,2000,2000,39980,19.99,0.009995,37,7,4.54378,3782,0
G28,2000,2000,39980,19.99,0.009995,35,8,4.41462,3814,0
G29,2000,2000,39980,19.99,0.009995,38,6,4.53882,3810,0
G2_circuit,150102,150102,726674,4.8412,3.22527e-05,6,2,0.639641,23389,5
G3,800,800,38352,47.94,0.059925,69,30,6.65818,1564,0
G30,2000,2000,39980,19.99,0.009995,39,8,4.50476,3776,0
G31,2000,2000,39980,19.99,0.009995,40,7,4.5619,3804,0
G32,2000,2000,8000,4,0.002,4,4,0,8,4
G33,2000,2000,8000,4,0.002,4,4,0,8,4
G34,2000,2000,8000,4,0.002,4,4,0,8,4
G35,2000,2000,23556,11.778,0.005889,210,4,13.7584,3832,0
G36,2000,2000,23532,11.766,0.005883,326,4,13.6138,3792,0
G37,2000,2000,23570,11.785,0.0058925,279,4,13.9875,3822,0
G38,2000,2000,23558,11.779,0.0058895,249,4,13.893,3810,0
G39,2000,2000,23556,11.778,0.005889,210,4,13.7584,3832,0
G3_circuit,1.58548e+06,1.58548e+06,7.66083e+06,4.83187,3.04758e-06,6,2,0.641881,317135,5
g3rmt3m3,5357,5357,207695,38.7708,0.0072374,48,7,7.05805,4737,61
G4,800,800,38352,47.94,0.059925,75,29,6.67225,1558,0
G40,2000,2000,23532,11.766,0.005883,326,4,13.6138,3792,0
G41,2000,2000,23570,11.785,0.0058925,279,4,13.9875,3822,0
G42,2000,2000,23558,11.779,0.0058895,249,4,13.893,3810,0
G43,1000,1000,19980,19.98,0.01998,36,7,4.42398,1902,0
G44,1000,1000,19980,19.98,0.01998,37,7,4.475,1892,0
G45,1000,1000,19980,19.98,0.01998,35,6,4.33931,1896,0
G46,1000,1000,19980,19.98,0.01998,35,8,4.25225,1908,0
G47,1000,1000,19980,19.98,0.01998,34,8,4.38447,1872,0
G48,3000,3000,12000,4,0.00133333,4,4,0,8,4
G49,3000,3000,12000,4,0.00133333,4,4,0,8,4
G5,800,800,38352,47.94,0.059925,70,30,6.64785,1560,0
G50,3000,3000,12000,4,0.00133333,4,4,0,8,4
G51,1000,1000,11818,11.818,0.011818,156,5,12.9296,1908,0
G52,1000,1000,11832,11.832,0.011832,171,5,12.4001,1894,0
G53,1000,1000,11828,11.828,0.011828,136,5,12.4202,1892,0
G54,1000,1000,11832,11.832,0.011832,136,5,12.387,1884,0
G55,5000,5000,24996,4.9992,0.00099984,15,0,2.25956,7934,0
G56,5000,5000,24996,4.9992,0.00099984,15,0,2.25956,7934,0
G57,5000,5000,20000,4,0.0008,4,4,0,8,4
G58,5000,5000,59140,11.828,0.0023656,561,4,15.7646,9522,0
G59,5000,5000,59140,11.828,0.0023656,561,4,15.7646,9522,0
G6,800,800,38352,47.94,0.059925,67,27,6.31656,1566,0
G60,7000,7000,34296,4.89943,0.000699918,14,0,2.18348,11116,0
G61,7000,7000,34296,4.89943,0.000699918,14,0,2.18348,11116,0
G62,7000,7000,28000,4,0.000571429,4,4,0,8,4
G63,7000,7000,82918,11.8454,0.0016922,589,4,16.2534,13326,0
G64,7000,7000,82918,11.8454,0.0016922,589,4,16.2534,13326,0
G65,8000,8000,32000,4,0.0005,4,4,0,8,4
G66,9000,9000,36000,4,0.000444444,4,4,0,8,4
G67,10000,10000,40000,4,0.0004,4,4,0,8,4
G7,800,800,38352,47.94,0.059925,66,28,6.51701,1572,0
g7jac010,2880,2880,19635,6.81771,0.00236726,36,2,6.35346,1002,2
g7jac010sc,2880,2880,19635,6.81771,0.00236726,36,2,6.35346,1002,2
g7jac020,5850,5850,45465,7.77179,0.00132851,60,2,8.48585,1752,2
g7jac020sc,5850,5850,45465,7.77179,0.00132851,60,2,8.48585,1752,2
g7jac040,11790,11790,114671,9.72612,0.000824947,120,2,14.5927,3374,2
g7jac040sc,11790,11790,114671,9.72612,0.000824947,120,2,14.5927,3374,2
g7jac050sc,14760,14760,157990,10.7039,0.000725198,149,2,17.3917,4124,2
g7jac060,17730,17730,203316,11.4673,0.000646776,153,2,19.3037,4180,2
g7jac060sc,17730,17730,203316,11.4673,0.000646776,153,2,19.3037,4180,2
g7jac080,23670,23670,293976,12.4198,0.000524705,153,2,21.4136,4180,2
g7jac080sc,23670,23670,293976,12.4198,0.000524705,153,2,21.4136,4180,2
g7jac100,29610,29610,384636,12.9901,0.000438706,153,2,22.5636,4180,2
g7jac100sc,29610,29610,384636,12.9901,0.000438706,153,2,22.5636,4180,2
g7jac120,35550,35550,475296,13.3698,0.000376084,153,2,23.2901,4180,2
g7jac120sc,35550,35550,475296,13.3698,0.000376084,153,2,23.2901,4180,2
g7jac140,41490,41490,565956,13.6408,0.000328773,153,2,23.7913,4180,2
g7jac140sc,41490,41490,565956,13.6408,0.000328773,153,2,23.7913,4180,2
g7jac160,47430,47430,656616,13.8439,0.000291881,153,2,24.1581,4180,2
g7jac160sc,47430,47430,656616,13.8439,0.000291881,153,2,24.1581,4180,2
g7jac180,53370,53370,747276,14.0018,0.000262353,153,2,24.4383,4180,2
g7jac180sc,53370,53370,747276,14.0018,0.000262353,153,2,24.4383,4180,2
g7jac200,59310,59310,837936,14.1281,0.000238207,153,2,24.6594,4180,2
g7jac200sc,59310,59310,837936,14.1281,0.000238207,153,2,24.6594,4180,2
G8,800,800,38352,47.94,0.059925,69,30,6.65818,1564,0
G9,800,800,38352,47.94,0.059925,75,29,6.67225,1558,0
Ga10As10H30,113081,113081,6.11563e+06,54.0819,0.000478258,698,7,82.3771,38113,13
Ga19As19H42,133123,133123,8.88484e+06,66.7416,0.000501353,697,15,103.182,43585,13
ga2010,291086,291086,1.41806e+06,4.8716,1.6736e-05,85,1,2.96305,46538,0
Ga3As3H12,61349,61349,5.97095e+06,97.3275,0.00158646,1622,15,224.66,34989,13
Ga41As41H72,268096,268096,1.84885e+07,68.9621,0.000257229,702,18,105.388,73119,13
GaAsH6,61349,61349,3.38181e+06,55.1241,0.000898533,1646,15,134.601,29333,13
GAP-road,2.39473e+07,2.39473e+07,5.77086e+07,2.40981,1.0063e-07,9,1,0.92899,3.4466e+06,0
garon1,3175,3175,88927,28.0085,0.00882158,45,5,10.759,4333,15
garon2,13535,13535,390607,28.859,0.00213218,45,5,10.8196,15429,21
gas_sensor,66917,66917,1.70336e+06,25.4549,0.000380395,33,8,3.51424,4243,19
GD00_a,352,352,458,1.30114,0.00369641,5,0,0.866156,198,1
GD00_c,638,638,1041,1.63166,0.00255746,49,0,3.22618,433,0
GD01_a,311,311,645,2.07395,0.00666867,13,0,2.56573,255,0
GD01_Acap,953,953,645,0.67681,0.000710189,13,0,1.75894,255,0
GD01_b,18,18,37,2.05556,0.114198,3,2,0.229061,13,3
GD01_c,33,33,135,4.09091,0.123967,12,0,3.47601,20,9
GD02_a,23,23,87,3.78261,0.164461,15,0,3.52576,37,5
GD02_b,80,80,232,2.9,0.03625,6,0,1.60935,54,5
GD06_Java,1538,1538,8032,5.22237,0.00339556,72,0,5.96435,1849,0
GD06_theory,101,101,380,3.76238,0.0372512,19,2,5.11288,54,0
GD95_a,36,36,57,1.58333,0.0439815,7,0,1.25554,26,2
GD95_b,73,73,96,1.31507,0.0180146,20,0,3.29332,38,0
GD95_c,62,62,287,4.62903,0.0746618,15,2,2.51597,60,2
GD96_a,1096,1096,1677,1.53011,0.00139609,17,0,1.33353,1016,0
GD96_b,111,111,193,1.73874,0.0156643,6,0,0.93685,96,0
GD96_c,65,65,250,3.84615,0.0591716,6,2,0.845454,98,0
GD96_d,180,180,229,1.27222,0.0070679,24,0,3.35465,135,1
GD97_a,84,84,332,3.95238,0.0470522,4,3,0.212959,126,0
GD97_b,47,47,264,5.61702,0.119511,25,0,4.42216,64,4
GD97_c,452,452,460,1.0177,0.00225155,74,0,5.96818,278,0
GD98_a,38,38,50,1.31579,0.034626,11,0,2.472,35,0
GD98_b,121,121,207,1.71074,0.0141384,7,1,1.21586,122,0
GD98_c,112,112,336,3,0.0267857,3,3,0,156,0
GD99_b,64,64,252,3.9375,0.0615234,4,3,0.242061,79,4
GD99_c,105,105,149,1.41905,0.0135147,5,0,1.33653,73,0
Ge87H76,112985,112985,7.8922e+06,69.8517,0.000618239,469,7,90.1508,34671,13
Ge99H100,112985,112985,8.4514e+06,74.801,0.000662044,469,7,94.5402,34725,13
gearbox,153746,153746,9.0804e+06,59.0611,0.000384147,99,6,15.4095,37181,35
gemat12,4929,4929,33111,6.71759,0.00136287,44,2,3.00871,5973,0
gent113,113,113,655,5.79646,0.0512961,20,1,4.60504,149,2
Geo_1438,1.43796e+06,1.43796e+06,6.31567e+07,43.921,3.0544e-05,57,15,4.39861,52037,11
geom,7343,7343,23796,3.24064,0.000441323,102,0,6.2387,10126,0
germany_osm,1.15488e+07,1.15488e+07,2.47384e+07,2.14206,1.85479e-07,13,1,0.528888,3.15558e+06,2
Glass_10NN,214,214,2986,13.9533,0.0652022,24,10,3.04908,408,0
GlossGT,72,72,122,1.69444,0.023534,5,0,1.17425,80,0
G_n_pin_pout,100000,100000,1.0024e+06,10.024,0.00010024,25,0,3.17128,160378,0
goddardRocketProblem_1,831,831,8498,10.2262,0.0123059,284,2,18.5433,723,9
goddardRocketProblem_2,867,867,9058,10.4475,0.0120502,284,2,18.8822,725,11
goodwin,7320,7320,324784,44.3694,0.00606139,112,1,26.5646,869,81
Goodwin_010,1182,1182,32282,27.3113,0.023106,62,1,17.7189,238,52
Goodwin_013,1965,1965,56069,28.5338,0.014521,62,1,17.4452,262,56
Goodwin_017,3317,3317,97773,29.4763,0.00888644,62,1,17.1726,294,57
Goodwin_023,6005,6005,182168,30.3361,0.0050518,62,1,16.8871,342,57
Goodwin_030,10142,10142,312814,30.8434,0.00304116,62,1,16.6741,398,57
Goodwin_040,17922,17922,561677,31.3401,0.00174869,62,1,16.4834,478,57
Goodwin_054,32510,32510,1.03088e+06,31.7096,0.000975379,62,1,16.3178,590,57
Goodwin_071,56021,56021,1.79793e+06,32.0939,0.000572891,62,1,16.1388,726,57
Goodwin_095,100037,100037,3.22607e+06,32.2487,0.000322368,62,1,16.0652,918,57
Goodwin_127,178437,178437,5.77854e+06,32.3842,0.000181488,62,1,15.9921,1174,57
gr_30_30,900,900,7744,8.60444,0.00956049,9,4,1.03665,9,9
graham1,9035,9035,335504,37.1338,0.00411,406,1,22.2362,9263,42
gre_1107,1107,1107,5664,5.11653,0.00462198,7,2,1.40266,491,1
gre_115,115,115,421,3.66087,0.0318336,7,2,0.977014,104,1
gre_185,185,185,1005,5.43243,0.0293645,7,3,1.06392,88,3
gre_216a,216,216,876,4.05556,0.0187757,5,2,0.755637,29,6
gre_216b,216,216,876,4.05556,0.0187757,5,2,0.755637,29,6
gre_343,343,343,1435,4.18367,0.0121973,5,2,0.731285,36,5
gre_512,512,512,2192,4.28125,0.00836182,5,2,0.706416,45,5
great-britain_osm,7.73382e+06,7.73382e+06,1.6313e+07,2.10931,2.72738e-07,8,1,0.543376,1.79993e+06,2
grid1,252,252,952,3.77778,0.0149912,4,2,0.434411,170,0
grid1_dual,224,224,840,3.75,0.0167411,4,2,0.453163,244,2
grid2,3296,3296,12864,3.90291,0.00118414,5,2,0.302163,3648,0
grid2_dual,3136,3136,12224,3.89796,0.00124297,4,2,0.306887,2794,2
gridgena,48962,48962,512084,10.4588,0.000213611,17,5,2.32882,49,19
