matrix,Nrows,Ncols,Nnnz,AvgNnnz,Density,MaxRowNnnz,MinRowNnnz,StdRowNnnz,NDiags,NTrueDiags,AvgNnnzDia,AvgNnnzELL,AvgNnnzHyb,AvgNnnzHdc
jgl011,11,11,76,6.90909,0.628099,11,4,2.77831,19,11,0.363636,0.628099,1.27781,0.301261
jnlbrng1,40000,40000,199200,4.98,0.0001245,5,3,0.140712,5,5,0.996,0.996,21.0114,0.498998
Journals,124,124,12068,97.3226,0.78486,124,19,22.7339,247,195,0.394019,0.78486,1.84288,0.292141
jpwh_991,991,991,6027,6.08174,0.00613697,16,1,2.60373,317,1,0.0191853,0.380108,1.38977,0.674174
juba40k,40337,40337,144945,3.59335,8.90832e-05,34,1,2.71138,14325,2,0.000250845,0.105687,1.09187,0.523104
k1_san,67759,67759,559774,8.26125,0.000121921,11,0,2.73883,59255,7,0.000139419,0.751023,1.65276,0.367414
k3plates,11107,11107,378927,34.1161,0.00307158,58,15,5.54088,531,19,0.0642487,0.588208,2.15177,0.623823
k49_norm_10NN,38547,38547,618158,16.0365,0.000416024,551,10,8.32436,72364,0,0.000221608,0.0291043,1.19133,0.347549
karate,34,34,156,4.58824,0.134948,17,1,3.82036,56,4,0.0819328,0.269896,1.05177,0.294013
Kaufhold,8765,8765,42471,4.84552,0.000552826,28,1,2.28057,855,1,0.00566728,0.173054,1.36066,0.766983
kineticBatchReactor_1,2052,2052,20600,10.039,0.00489229,460,1,20.7229,1579,1,0.00635781,0.0218239,0.722653,0.535155
kineticBatchReactor_2,4361,4361,44840,10.282,0.00235773,1166,1,33.0359,3539,1,0.00290535,0.00881822,0.547153,0.523961
kineticBatchReactor_3,5082,5082,53219,10.4721,0.00206062,1348,1,36.9526,4343,1,0.00241125,0.00776859,0.500341,0.512852
kineticBatchReactor_4,7105,7105,74869,10.5375,0.00148311,2426,1,48.5428,6449,1,0.00163398,0.00434357,0.415432,0.499393
kineticBatchReactor_5,7641,7641,80767,10.5702,0.00138335,2636,1,50.8005,6973,1,0.00151588,0.00400994,0.400114,0.498243
kineticBatchReactor_6,7773,7773,82500,10.6137,0.00136545,2678,1,51.1794,7069,1,0.00150144,0.00396328,0.396074,0.499122
kineticBatchReactor_7,7968,7968,84508,10.6059,0.00133106,2720,1,51.7763,7225,1,0.00146795,0.00389924,0.395298,0.499772
kineticBatchReactor_8,8052,8052,85194,10.5805,0.00131402,2720,1,51.9861,7319,1,0.00144562,0.00388988,0.394125,0.499162
kineticBatchReactor_9,8115,8115,86183,10.6202,0.00130871,2720,1,52.1877,7365,1,0.00144198,0.00390449,0.389772,0.499596
kkt_power,2.06349e+06,2.06349e+06,1.46127e+07,7.08151,3.43181e-06,96,1,7.40036,1.41847e+06,1,4.99235e-06,0.0737658,0.985535,0.546859
kmer_A2a,1.70728e+08,1.70728e+08,3.60585e+08,2.11204,1.23708e-08,40,1,0.564647,1.9409e+08,0,1.08818e-08,0.0528011,1.05169,0.467982
kmer_P1a,1.39353e+08,1.39353e+08,2.9783e+08,2.13723,1.53368e-08,40,1,0.636821,1.58605e+08,0,1.34752e-08,0.0534308,1.06015,0.467694
kmer_U1a,6.77162e+07,6.77162e+07,1.38779e+08,2.04941,3.02647e-08,35,1,0.365434,7.5844e+07,0,2.70214e-08,0.0585547,1.0333,0.471692
kmer_V1r,2.14005e+08,2.14005e+08,4.65411e+08,2.17477,1.01622e-08,8,1,0.563031,2.32927e+08,0,9.33667e-09,0.271846,1.09113,0.478831
kmer_V2a,5.50424e+07,5.50424e+07,1.17218e+08,2.12959,3.869e-08,39,1,0.673107,6.19482e+07,0,3.43769e-08,0.0546048,1.05485,0.470486
kmnist_norm_10NN,10000,10000,156932,15.6932,0.00156932,140,10,7.36813,18718,0,0.000838402,0.112094,1.23727,0.348214
kron_g500-logn16,65536,65536,4.91247e+06,74.9583,0.00114377,17998,0,312.505,128677,0,0.000582531,0.00416481,0.641022,0.337444
kron_g500-logn17,131072,131072,1.02284e+07,78.0362,0.000595369,29936,0,378.105,259469,0,0.000300753,0.00260677,0.610187,0.335616
kron_g500-logn18,262144,262144,2.11659e+07,80.7415,0.000308004,49163,0,453.732,517173,0,0.000156121,0.00164232,0.644828,0.336377
kron_g500-logn19,524288,524288,4.35623e+07,83.0884,0.000158479,80675,0,540.914,1.03677e+06,0,8.01419e-05,0.00102992,0.559615,0.335855
kron_g500-logn20,1.04858e+06,1.04858e+06,8.92397e+07,85.1056,8.1163e-05,131504,0,640.982,2.07237e+06,0,4.10668e-05,0.000647171,0.537786,0.33598
kron_g500-logn21,2.09715e+06,2.09715e+06,1.82083e+08,86.8239,4.14009e-05,213905,0,755.641,4.14251e+06,0,2.09592e-05,0.000405899,0.577419,0.3361
ks2010,238600,238600,1.1218e+06,4.70158,1.97049e-05,54,1,2.37472,38118,0,0.000123343,0.0870664,1.25372,0.86225
ky2010,161672,161672,787778,4.87269,3.01394e-05,81,1,3.12579,35488,0,0.000137305,0.0601567,1.17556,0.820004
L,956,956,3640,3.80753,0.00398277,4,2,0.404713,444,4,0.00857552,0.951883,3.64214,0.398279
L-9,17983,17983,71192,3.95885,0.000220144,4,2,0.200032,342,2,0.0115756,0.989713,11.1939,0.656123
la2010,204447,204447,980634,4.79652,2.34609e-05,581,1,3.44919,33476,0,0.000143282,0.00825563,1.1272,0.859299
laminar_duct3D,67173,67173,3.83308e+06,57.0628,0.00084949,89,1,37.8956,67751,81,0.000842242,0.641155,1.24342,0.29181
lap_25,25,25,169,6.76,0.2704,9,4,1.81725,9,9,0.751111,0.751111,1.35726,0.428934
largebasis,440020,440020,5.5601e+06,12.636,2.87169e-05,14,4,1.15112,480079,17,2.63207e-05,0.902573,1.70392,0.291006
laser,3002,3002,9000,2.998,0.000998668,4,1,0.81826,9,9,0.333111,0.7495,1.93762,0.249875
ldoor,952203,952203,4.65225e+07,48.8577,5.13102e-05,77,28,11.9466,978643,23,4.9924e-05,0.634516,1.74263,0.400241
Lederberg,8843,8843,41601,4.7044,0.000531991,1098,0,20.6889,6795,0,0.000692332,0.00428452,0.586354,0.565482
LeGresley_2508,2508,2508,16727,6.66946,0.00265927,28,1,3.99017,662,3,0.0100747,0.238195,1.17283,0.583917
LeGresley_4908,4908,4908,30482,6.21068,0.00126542,38,1,3.24327,5511,3,0.00112696,0.163439,1.19054,0.383835
LeGresley_87936,87936,87936,593276,6.74668,7.67226e-05,56,1,3.33864,19575,3,0.000344658,0.120476,1.23072,0.599796
lesmis,77,77,508,6.5974,0.0856806,36,1,6.00056,102,8,0.0646804,0.183261,1.04416,0.291258
LF10,18,18,82,4.55556,0.253086,5,3,0.684935,7,7,0.650794,0.911111,2.30644,0.394231
LF10000,19998,19998,99982,4.9996,0.000250005,5,3,0.0244929,7,7,0.714229,0.99992,192.399,0.416647
LFAT5,14,14,46,3.28571,0.234694,5,2,1.03016,11,5,0.298701,0.657143,1.41684,0.338947
LFAT5000,19994,19994,79966,3.9995,0.000200035,5,2,1.0002,11,7,0.363591,0.7999,1.5998,0.363581
lhr01,1477,1477,18592,12.5877,0.00852246,43,1,16.0175,1126,0,0.0111791,0.292737,0.932721,0.567422
lhr02,2954,2954,37206,12.5951,0.00426375,43,1,16.0133,1129,0,0.011156,0.29291,0.932972,0.723488
lhr04,4101,4101,82682,20.1614,0.00491622,63,1,25.7633,3410,0,0.00591244,0.320023,0.923595,0.545999
lhr04c,4101,4101,82682,20.1614,0.00491622,63,1,25.7633,3410,0,0.00591244,0.320023,0.923595,0.545999
lhr07,7337,7337,156508,21.3313,0.00290736,63,1,26.2006,5456,0,0.0039097,0.338593,0.932869,0.573517
lhr07c,7337,7337,156508,21.3313,0.00290736,63,1,26.2006,5456,0,0.0039097,0.338593,0.932869,0.573517
lhr10,10672,10672,232633,21.7984,0.00204258,63,1,26.3588,7946,0,0.00274332,0.346007,0.936843,0.573209
lhr10c,10672,10672,232633,21.7984,0.00204258,63,1,26.3588,7946,0,0.00274332,0.346007,0.936843,0.573209
lhr11,10964,10964,233741,21.319,0.00194445,63,1,26.1836,8201,0,0.00259956,0.338396,0.93299,0.572085
lhr11c,10964,10964,233741,21.319,0.00194445,63,1,26.1836,8201,0,0.00259956,0.338396,0.93299,0.572085
lhr14,14270,14270,307858,21.5738,0.00151183,63,1,26.2689,10000,0,0.00215738,0.342441,0.935178,0.587969
lhr14c,14270,14270,307858,21.5738,0.00151183,63,1,26.2689,10000,0,0.00215738,0.342441,0.935178,0.587969
lhr17,17576,17576,381975,21.7328,0.0012365,63,1,26.3206,11913,0,0.00182429,0.344964,0.936567,0.596019
lhr17c,17576,17576,381975,21.7328,0.0012365,63,1,26.3206,11913,0,0.00182429,0.344964,0.936567,0.596019
lhr34,35152,35152,764014,21.7346,0.000618303,63,1,26.3194,11919,0,0.00182352,0.344993,0.936612,0.746787
lhr34c,35152,35152,764014,21.7346,0.000618303,63,1,26.3194,11919,0,0.00182352,0.344993,0.936612,0.746787
lhr71,70304,70304,1.52809e+06,21.7355,0.000309164,63,1,26.3187,11925,0,0.00182268,0.345008,0.936634,0.854978
lhr71c,70304,70304,1.52809e+06,21.7355,0.000309164,63,1,26.3187,11925,0,0.00182268,0.345008,0.936634,0.854978
li,22695,22695,1.35031e+06,59.4981,0.00262164,108,11,29.2054,2663,73,0.0223425,0.550908,1.27331,0.427158
Lin,256000,256000,1.7664e+06,6.9,2.69531e-05,7,4,0.310242,7,7,0.985714,0.985714,7.27211,0.496403
linverse,11999,11999,95977,7.99875,0.000666618,9,5,1.00133,9,9,0.88875,0.88875,1.77668,0.470549
ljournal-2008,5.36326e+06,5.36326e+06,7.90231e+07,14.7342,2.74724e-06,2469,0,37.0025,7.76271e+06,3,1.89807e-06,0.00596766,0.733636,0.377217
lns_131,131,131,536,4.0916,0.0312336,11,1,3.46289,40,5,0.10229,0.371964,1.05312,0.401737
lns_3937,3937,3937,25407,6.45339,0.00163916,11,1,3.05556,311,5,0.0207505,0.586672,1.22592,0.539808
lns_511,511,511,2796,5.47162,0.0107077,11,1,3.43669,74,5,0.0739409,0.49742,1.24796,0.488082
lnsp_131,131,131,536,4.0916,0.0312336,11,1,3.46289,33,7,0.123988,0.371964,1.05312,0.343726
lnsp3937,3937,3937,25407,6.45339,0.00163916,11,1,3.05556,68,8,0.0949028,0.586672,1.22592,0.443479
lnsp_511,511,511,2796,5.47162,0.0107077,11,1,3.43669,50,7,0.109432,0.49742,1.24796,0.423106
loc-Brightkite,58228,58228,428156,7.35309,0.000126281,1134,1,20.3556,61282,0,0.000119988,0.00648421,0.727615,0.487223
loc-Gowalla,196591,196591,1.90065e+06,9.66806,4.91786e-05,14730,1,53.5776,195442,0,4.94677e-05,0.000656352,0.498232,0.501465
lock1074,1074,1074,51588,48.0335,0.0447239,96,0,15.9755,573,83,0.0838281,0.500349,1.51354,0.314051
lock2232,2232,2232,80352,36,0.016129,48,0,11.2336,271,39,0.132841,0.75,1.58697,0.45719
lock3491,3491,3491,160444,45.9593,0.0131651,113,0,12.9543,911,77,0.0504493,0.40672,1.85386,0.343136
lock_700,700,700,22175,31.6786,0.0452551,60,0,12.4061,711,35,0.044555,0.527976,1.35748,0.325673
Long_Coup_dt0,1.47015e+06,1.47015e+06,8.7089e+07,59.2381,4.02939e-05,756,20,6.6625,72247,17,0.000819938,0.0783573,3.82891,0.748442
Long_Coup_dt6,1.47015e+06,1.47015e+06,8.7089e+07,59.2381,4.02939e-05,756,20,6.6625,72247,17,0.000819938,0.0783573,3.82891,0.748442
lop163,163,163,935,5.7362,0.0351914,6,3,0.551943,42,9,0.136576,0.956033,3.4449,0.360824
lowThrust_1,584,584,6133,10.5017,0.0179824,225,0,13.2733,509,13,0.020632,0.0466743,0.89995,0.323917
lowThrust_10,18260,18260,222005,12.158,0.000665827,7100,2,74.3076,14279,21,0.00085146,0.00171239,0.314388,0.285055
lowThrust_11,18368,18368,223801,12.1843,0.000663343,7142,2,74.5276,14363,21,0.000848311,0.00170601,0.313773,0.28536
lowThrust_12,18458,18458,224593,12.1678,0.000659215,7177,2,74.7097,14433,21,0.000843053,0.00169539,0.312782,0.285171
lowThrust_13,18476,18476,224897,12.1724,0.000658821,7184,2,74.7463,14447,21,0.000842555,0.00169437,0.312664,0.285224
lowThrust_2,2312,2312,26261,11.3586,0.00491287,898,2,26.3798,1867,19,0.00608386,0.0126487,0.640562,0.288014
lowThrust_3,7064,7064,80645,11.4163,0.00161613,2746,2,46.1844,5563,19,0.00205219,0.00415744,0.433837,0.28993
lowThrust_4,13562,13562,160947,11.8675,0.000875055,5273,2,64.0309,10625,21,0.00111694,0.00225062,0.312151,0.281577
lowThrust_5,16262,16262,198369,12.1983,0.000750112,6323,2,70.1243,12725,21,0.00095861,0.0019292,0.330122,0.285489
lowThrust_6,16928,16928,207349,12.2489,0.000723587,6582,2,71.547,13243,21,0.000924932,0.00186097,0.3258,0.286081
lowThrust_7,17378,17378,211561,12.1741,0.000700545,6757,2,72.4906,13593,21,0.000895613,0.0018017,0.321009,0.285228
lowThrust_8,17702,17702,216445,12.2271,0.000690721,6883,2,73.1644,13845,21,0.000883146,0.00177643,0.319392,0.285843
lowThrust_9,18044,18044,219589,12.1696,0.000674443,7016,2,73.867,14111,21,0.000862422,0.00173456,0.315914,0.285187
lp1,534388,534388,1.64342e+06,3.07533,5.75487e-06,249643,2,341.499,520421,3,5.90931e-06,1.23189e-05,0.127883,0.339056
lpl1,32460,32460,328036,10.1059,0.000311333,253,1,15.4772,52465,1,0.000192621,0.0399441,0.937751,0.368294
lshp1009,1009,1009,6865,6.80377,0.00674308,7,4,0.603217,487,7,0.0139708,0.971967,5.61554,0.399272
lshp1270,1270,1270,8668,6.8252,0.00537417,7,4,0.571773,567,7,0.0120374,0.975028,6.10302,0.405424
lshp1561,1561,1561,10681,6.84241,0.00438335,7,4,0.544751,653,7,0.0104784,0.977487,6.57305,0.410363
lshp1882,1882,1882,12904,6.85654,0.00364322,7,4,0.52121,737,7,0.0093033,0.979505,7.02761,0.415143
lshp2233,2233,2233,15337,6.86834,0.00307583,7,4,0.500466,819,7,0.00838625,0.981191,7.46828,0.419673
lshp2614,2614,2614,17980,6.87835,0.00263135,7,4,0.482008,897,5,0.00766817,0.982621,7.8964,0.483522
lshp_265,265,265,1753,6.61509,0.0249626,7,4,0.812031,195,5,0.0339236,0.945013,3.42956,0.404395
lshp3025,3025,3025,20833,6.88694,0.00227668,7,4,0.465445,977,5,0.00704907,0.983849,8.31309,0.48844
lshp3466,3466,3466,23896,6.8944,0.00198915,7,4,0.450476,1059,3,0.0065103,0.984915,8.71929,0.574776
lshp_406,406,406,2716,6.68966,0.016477,7,4,0.74095,253,5,0.0264413,0.955665,4.02017,0.424041
lshp_577,577,577,3889,6.74003,0.0116812,7,4,0.685332,325,7,0.0207386,0.962862,4.57778,0.386146
lshp_778,778,778,5272,6.77635,0.00870996,7,4,0.640418,411,5,0.0164875,0.96805,5.10818,0.442534
lund_a,147,147,2449,16.6599,0.113332,21,5,4.39619,45,27,0.370219,0.793327,1.96366,0.36455
lund_b,147,147,2441,16.6054,0.112962,21,5,4.41635,45,27,0.36901,0.790735,1.93937,0.363845
lung1,1650,1650,7419,4.49636,0.00272507,8,2,1.71384,346,6,0.0129953,0.562045,1.36293,0.393628
lung2,109460,109460,492564,4.49995,4.11104e-05,8,2,1.93909,1506,2,0.00298801,0.562493,1.24781,0.685782
luxembourg_osm,114599,114599,239332,2.08843,1.82238e-05,6,1,0.411209,22368,2,9.33669e-05,0.348072,1.09995,0.464506
M10PI_n,682,682,1633,2.39443,0.00351089,8,1,0.66863,155,3,0.0154479,0.299304,1.39104,0.403913
M10PI_n1,528,528,1317,2.49432,0.00472409,8,0,0.65998,97,3,0.0257146,0.31179,1.53751,0.420033
m14b,214765,214765,3.35804e+06,15.6359,7.28045e-05,40,4,3.13118,313350,2,4.9899e-05,0.390897,1.68591,0.386557
M20PI_n,1182,1182,2881,2.43739,0.00206209,12,1,0.653552,171,3,0.0142538,0.203116,1.44323,0.421416
M20PI_n1,1028,1028,2547,2.47763,0.00241014,8,0,0.587222,97,3,0.0255425,0.309703,1.55522,0.434353
m3plates,11107,11107,6639,0.597731,5.38157e-05,1,0,0.490356,1,1,0.597731,0.597731,1.12029,0.374112
M40PI_n,2182,2182,5341,2.44775,0.00112179,12,1,0.587661,171,3,0.0143144,0.20398,1.49912,0.43429
M40PI_n1,2028,2028,5007,2.46893,0.00121742,8,0,0.545306,97,3,0.0254529,0.308617,1.56622,0.442194
M6,3.50178e+06,3.50178e+06,2.10039e+07,5.99806,1.71286e-06,10,3,0.844716,5.44661e+06,2,1.10125e-06,0.599806,2.63983,0.346162
M80PI_n,4182,4182,10261,2.45361,0.000586707,12,1,0.546827,171,3,0.0143486,0.204468,1.53519,0.441919
M80PI_n1,4028,4028,9927,2.4645,0.000611842,8,0,0.52256,97,3,0.0254072,0.308062,1.57246,0.446304
ma2010,157508,157508,776610,4.93061,3.13038e-05,67,1,3.11205,50150,0,9.83172e-05,0.0735911,1.19158,0.758497
mac_econ_fwd500,206500,206500,1.27339e+06,6.16653,2.98621e-05,44,1,4.43587,511,1,0.0120676,0.140148,1.10336,0.858638
mahindas,1258,1258,7682,6.10652,0.00485415,69,1,9.54163,1084,1,0.00563332,0.0885003,0.901625,0.493913
majorbasis,160000,160000,1.75042e+06,10.9401,6.83756e-05,11,6,0.420847,22,22,0.497277,0.994555,17.3603,0.332121
man_5976,5976,5976,225046,37.6583,0.00630159,51,0,10.9752,289,39,0.130306,0.738398,1.3612,0.481357
marine1,400320,400320,6.22654e+06,15.5539,3.88537e-05,18,5,2.36077,21383,4,0.000727396,0.864106,2.71164,0.763024
mario001,38434,38434,206156,5.3639,0.000139561,7,2,1.97615,50499,3,0.000106218,0.766271,1.5984,0.348052
mario002,389874,389874,2.10124e+06,5.38954,1.38238e-05,7,2,1.96451,506813,3,1.06342e-05,0.769934,1.61283,0.350071
mark3jac020,9129,9129,56175,6.15347,0.000674057,44,2,4.32797,679,3,0.00906254,0.139852,1.11703,0.640377
mark3jac020sc,9129,9129,56175,6.15347,0.000674057,44,2,4.32797,679,3,0.00906254,0.139852,1.11703,0.640377
mark3jac040,18289,18289,113435,6.20236,0.000339131,44,2,4.34126,679,3,0.00913455,0.140963,1.12069,0.657614
mark3jac040sc,18289,18289,113435,6.20236,0.000339131,44,2,4.34126,679,3,0.00913455,0.140963,1.12069,0.657614
mark3jac060,27449,27449,170695,6.21862,0.000226552,44,2,4.34555,679,3,0.0091585,0.141332,1.12193,0.663548
mark3jac060sc,27449,27449,170695,6.21862,0.000226552,44,2,4.34555,679,3,0.0091585,0.141332,1.12193,0.663548
mark3jac080,36609,36609,227955,6.22675,0.000170088,44,2,4.34767,679,3,0.00917047,0.141517,1.12255,0.666552
mark3jac080sc,36609,36609,227955,6.22675,0.000170088,44,2,4.34767,679,3,0.00917047,0.141517,1.12255,0.666552
mark3jac100,45769,45769,285215,6.23162,0.000136154,44,2,4.34893,679,3,0.00917764,0.141628,1.12293,0.668366
mark3jac100sc,45769,45769,285215,6.23162,0.000136154,44,2,4.34893,679,3,0.00917764,0.141628,1.12293,0.668366
mark3jac120,54929,54929,342475,6.23487,0.000113508,44,2,4.34977,679,3,0.00918243,0.141702,1.12318,0.669581
mark3jac120sc,54929,54929,342475,6.23487,0.000113508,44,2,4.34977,679,3,0.00918243,0.141702,1.12318,0.669581
mark3jac140,64089,64089,399735,6.23719,9.73207e-05,44,2,4.35036,679,3,0.00918584,0.141754,1.12336,0.670451
mark3jac140sc,64089,64089,399735,6.23719,9.73207e-05,44,2,4.35036,679,3,0.00918584,0.141754,1.12336,0.670451
matrix_9,103430,103430,2.12155e+06,20.5119,0.000198317,4057,12,17.7938,8802,31,0.00233037,0.00505594,1.12169,0.385191
matrix-new_3,125329,125329,2.67875e+06,21.3737,0.000170541,9358,12,42.7718,43835,33,0.000487595,0.00228401,0.90167,0.345609
mawi_201512012345,1.85712e+07,1.85712e+07,3.80403e+07,2.04836,1.10298e-07,1.63999e+07,1,3805.81,1.98937e+07,0,1.02965e-07,1.249e-07,0.0330103,0.482808
mawi_201512020000,3.59913e+07,3.59913e+07,7.44854e+07,2.06954,5.7501e-08,3.24813e+07,1,5414.41,3.92662e+07,0,5.27053e-08,6.37147e-08,0.0278968,0.478242
mawi_201512020030,6.88633e+07,6.88633e+07,1.43415e+08,2.0826,3.02426e-08,6.30403e+07,1,7596.92,7.57753e+07,0,2.74839e-08,3.3036e-08,0.0286962,0.476106
mawi_201512020130,1.28569e+08,1.28569e+08,2.70235e+08,2.10187,1.63482e-08,1.19192e+08,1,10512.1,1.41788e+08,0,1.4824e-08,1.76344e-08,0.0275947,0.475551
mbeacxc,496,496,49920,100.645,0.202914,484,0,126.62,970,74,0.103758,0.207945,0.927153,0.28235
mbeaflw,496,496,49920,100.645,0.202914,484,0,126.62,970,74,0.103758,0.207945,0.927153,0.28235
mbeause,496,496,41063,82.7883,0.166912,489,0,126.422,969,29,0.0854368,0.169301,0.871306,0.308123
mc2depi,525825,525825,2.10022e+06,3.99415,7.59597e-06,4,2,0.0763228,769,4,0.00519396,0.998538,40.2589,0.499271
mcca,180,180,2659,14.7722,0.0820679,60,4,16.3601,107,16,0.138058,0.246204,0.965409,0.386299
mcfe,765,765,24382,31.8719,0.0416626,81,17,16.9113,188,39,0.169531,0.39348,1.26069,0.413493
md2010,145247,145247,700378,4.82198,3.31985e-05,68,1,3.33102,32026,0,0.000150565,0.0709115,1.1437,0.819341
me2010,69518,69518,335476,4.82574,6.94172e-05,73,1,3.27261,18454,0,0.000261501,0.0661061,1.15684,0.790229
meg1,2904,2904,58142,20.0213,0.0068944,411,1,25.7199,3492,0,0.00573349,0.0487137,0.916547,0.454034
meg4,5860,5860,46842,7.99352,0.00136408,1194,1,19.0421,6317,5,0.0012654,0.00669474,0.841759,0.370009
memplus,17758,17758,126150,7.10384,0.000400036,574,2,22.0354,25133,3,0.00028265,0.012376,0.763983,0.35243
mesh1e1,48,48,306,6.375,0.132812,8,4,1.0333,71,7,0.0897887,0.796875,1.67084,0.291429
mesh1em1,48,48,306,6.375,0.132812,8,4,1.0333,71,7,0.0897887,0.796875,1.67084,0.291429
mesh1em6,48,48,306,6.375,0.132812,8,4,1.0333,71,7,0.0897887,0.796875,1.67084,0.291429
mesh2e1,306,306,2018,6.59477,0.0215515,10,3,1.18784,253,3,0.0260663,0.659477,1.93156,0.44016
mesh2em5,306,306,2018,6.59477,0.0215515,10,3,1.18784,253,3,0.0260663,0.659477,1.93156,0.44016
mesh3e1,289,289,1889,6.53633,0.0226171,9,4,0.907234,181,7,0.0361123,0.726259,3.03477,0.37411
mesh3em5,289,289,1889,6.53633,0.0226171,9,4,0.907234,181,7,0.0361123,0.726259,3.03477,0.37411
mhd3200a,3200,3200,68026,21.2581,0.00664316,33,1,5.82636,58,45,0.366519,0.644186,1.79546,0.32042
mhd3200b,3200,3200,18316,5.72375,0.00178867,10,1,1.96547,19,9,0.30125,0.572375,1.68546,0.388271
mhd4800a,4800,4800,102252,21.3025,0.00443802,33,1,5.79951,58,45,0.367284,0.64553,1.81666,0.321013
mhd4800b,4800,4800,27520,5.73333,0.00119444,10,1,1.96027,19,9,0.301754,0.573333,1.69159,0.388825
mhda416,416,416,8562,20.5817,0.0494753,33,1,6.32213,58,45,0.354857,0.623689,1.79001,0.310785
mhdb416,416,416,2312,5.55769,0.0133598,10,1,2.03137,19,9,0.29251,0.555769,1.58505,0.378298
mi2010,329885,329885,1.57809e+06,4.78376,1.45013e-05,58,1,2.64446,72010,0,6.64319e-05,0.0824786,1.22378,0.820824
mice_10NN,1077,1077,13484,12.52,0.0116248,22,10,2.50734,896,12,0.0139732,0.569089,1.50688,0.359807
micromass_10NN,571,571,9668,16.9317,0.0296527,148,10,13.5456,1088,4,0.0155622,0.114403,1.07411,0.319013
mimo28x28_system,13251,13251,48737,3.67799,0.000277563,32,1,2.79038,7162,2,0.000513542,0.114937,1.09781,0.479821
mimo46x46_system,13250,13250,48735,3.67811,0.000277593,32,1,2.79044,7168,2,0.00051313,0.114941,1.09782,0.479711
mimo8x8_system,13309,13309,48872,3.6721,0.000275911,32,1,2.78728,7171,2,0.000512077,0.114753,1.09726,0.480006
minnesota,2642,2642,6606,2.50038,0.000946396,5,1,0.748579,316,2,0.00791259,0.500076,1.41554,0.521179
minsurfo,40806,40806,203622,4.99,0.000122286,6,1,0.175157,7,5,0.712857,0.831667,18.4638,0.499487
mip1,66463,66463,1.03528e+07,155.768,0.00234368,66395,4,350.744,132925,193,0.00117185,0.00234608,0.736469,0.236066
MISKnowledgeMap,2427,2427,57022,23.4948,0.00968061,80,1,13.2554,4656,0,0.00504614,0.293686,1.24699,0.342651
mixtank_new,29957,29957,1.99504e+06,66.5968,0.00222308,154,11,38.335,42829,9,0.00155495,0.432447,1.19197,0.389936
ML_Geer,1.504e+06,1.504e+06,1.1088e+08,73.7233,4.90181e-05,74,26,2.50687,9347,57,0.00788737,0.996261,20.2479,0.562007
ML_Laplace,377002,377002,2.769e+07,73.4478,0.000194821,74,26,3.52481,4695,57,0.0156438,0.992538,12.7923,0.55917
mn2010,259777,259777,1.2271e+06,4.72367,1.81836e-05,311,1,2.7599,47046,0,0.000100405,0.0151887,1.20009,0.846667
mnist_test_norm_10NN,10000,10000,145600,14.56,0.001456,41,10,4.21433,17874,0,0.000814591,0.355122,1.3968,0.358757
mo2010,343565,343565,1.65657e+06,4.8217,1.40343e-05,84,1,2.91247,53318,0,9.04329e-05,0.0574012,1.19541,0.865658
mosfet2,46994,46994,1.49946e+06,31.9075,0.000678969,162,4,11.7072,25427,5,0.00125487,0.19696,1.46405,0.589044
mouse_gene,45101,45101,2.89673e+07,642.276,0.0142408,8032,1,856.669,89919,1,0.00714283,0.0799646,0.898441,0.333861
ms2010,171778,171778,839980,4.88992,2.84665e-05,62,1,2.88541,25914,0,0.000188698,0.0788696,1.21242,0.868917
msc00726,726,726,34518,47.5455,0.0654896,88,22,18.5183,207,89,0.229688,0.540289,1.25683,0.329551
msc01050,1050,1050,29156,27.7676,0.0264454,128,5,17.5183,1453,9,0.0191105,0.216935,1.17613,0.370459
msc01440,1440,1440,46270,32.1319,0.0223139,45,12,7.3294,2503,13,0.0128374,0.714043,1.56829,0.319107
msc04515,4515,4515,97707,21.6405,0.00479303,27,6,4.96775,65,27,0.332931,0.801501,1.6633,0.443248
msc10848,10848,10848,1.22978e+06,113.364,0.0104503,723,45,48.0939,20595,35,0.00550447,0.156797,1.30667,0.312108
msc23052,23052,23052,1.15481e+06,50.096,0.00217318,178,12,11.6231,41259,17,0.00121418,0.281438,2.02467,0.319649
msdoor,415863,415863,2.02409e+07,48.6721,0.000117039,77,28,11.71,433199,21,0.000112355,0.632105,1.72565,0.404352
m_t1,97578,97578,9.75357e+06,99.9567,0.00102438,237,48,28.5577,12965,75,0.00770973,0.421758,1.35106,0.53123
mt2010,132288,132288,638668,4.82786,3.64951e-05,139,1,3.5889,23568,0,0.000204848,0.0347328,1.10809,0.848783
mult_dcop_01,25187,25187,193276,7.67364,0.000304667,22767,1,143.814,47955,2,0.000160018,0.000337051,0.274723,0.316005
mult_dcop_02,25187,25187,193276,7.67364,0.000304667,22767,1,143.814,47955,2,0.000160018,0.000337051,0.274723,0.316005
mult_dcop_03,25187,25187,193216,7.67126,0.000304572,22767,1,143.814,47954,2,0.000159971,0.000336946,0.274658,0.316
Muu,7102,7102,170134,23.9558,0.0033731,49,12,9.98066,133,37,0.180119,0.488894,1.42352,0.390926
mycielskian10,767,767,44392,57.8774,0.0754595,383,9,51.9461,1516,0,0.0381777,0.151116,1.0347,0.335961
